convolutional neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"A hybrid recognition model of microseismic signals for underground mining based on CNN and LSTM networks","Zhao, Yong; Xu, Haiyan; Yang, Tianhong; Wang, Shuhong; Sun, Dongdong","","","","GEOMATICS NATURAL HAZARDS & RISK","JAN 1 2021","2021","12","1","","","","2803","2834","","10.1080/19475705.2021.1968043","","","14","3.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","4"
"Downscaling of ocean fields by fusion of heterogeneous observations using Deep Learning algorithms","Thiria, Sylvie; Sorror, Charles; Archambault, Theo; Charantonis, Anastase; Bereziat, Dominique; Mejia, Carlos; Molines, Jean-Marc; Crepon, Michel","","","","OCEAN MODELLING","APR 2023","2023","182","","","","","","","102174","10.1016/j.ocemod.2023.102174","","","13","6.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11"
"Identifying cloud droplets beyond lidar attenuation from vertically pointing cloud radar observations using artificial neural networks","Schimmel, Willi; Kalesse-Los, Heike; Maahn, Maximilian; Vogl, Teresa; Foth, Andreas; Garfias, Pablo Saavedra; Seifert, Patric","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","SEP 21 2022","2022","15","18","","","","5343","5366","","10.5194/amt-15-5343-2022","","","13","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7"
"Explainable and spatial dependence deep learning model for satellite-based O<sub>3</sub> monitoring in China","Luo, Nana; Zang, Zhou; Yin, Chuan; Liu, Mingyuan; Jiang, Yize; Zuo, Chen; Zhao, Wenji; Shi, Wenzhong; Yan, Xing","","","","ATMOSPHERIC ENVIRONMENT","DEC 1 2022","2022","290","","","","","","","119370","10.1016/j.atmosenv.2022.119370","","","13","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","5"
"A hybrid deep learning method for landslide susceptibility analysis with the application of InSAR data","Yuan, Rui; Chen, Jing","","","","NATURAL HAZARDS","NOV 2022","2022","114","2","","","","1393","1426","","10.1007/s11069-022-05430-8","","","13","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","8"
"A global long-term (1981-2019) daily land surface radiation budget product from AVHRR satellite data using a residual convolutional neural network","Xu, Jianglei; Liang, Shunlin; Jiang, Bo","","","","EARTH SYSTEM SCIENCE DATA","MAY 13 2022","2022","14","5","","","","2315","2341","","10.5194/essd-14-2315-2022","","","13","4.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","4"
"Estimation of flood-damaged cropland area using a convolutional neural network","Lazin, Rehenuma; Shen, Xinyi; Anagnostou, Emmanouil","","","","ENVIRONMENTAL RESEARCH LETTERS","MAY 2021","2021","16","5","","","","","","054011","10.1088/1748-9326/abeba0","","","13","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","4"
"Significant contribution of small icebergs to the freshwater budget in Greenland fjords","Rezvanbehbahani, Soroush; Stearns, Leigh A.; Keramati, Ramtin; Shankar, Siddharth; van der Veen, C. J.","","","","COMMUNICATIONS EARTH & ENVIRONMENT","OCT 15 2020","2020","1","1","","","","","","31","10.1038/s43247-020-00032-3","","","13","2.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","5","4"
"A Method of Visibility Detection Based on the Transfer Learning","Li, Qian; Tang, Shaoen; Peng, Xuan; Ma, Qiang","","","","JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY","OCT 2019","2019","36","10","","","","1945","1956","","10.1175/JTECH-D-19-0025.1","","","13","2.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","2"
"Landslide susceptibility mapping using automatically constructed CNN architectures with pre-slide topographic DEM of deep-seated catastrophic landslides caused by Typhoon Talas","Kikuchi, Teruyuki; Sakita, Koki; Nishiyama, Satoshi; Takahashi, Kenichi","","","","NATURAL HAZARDS","MAY 2023","2023","117","1","","","","339","364","","10.1007/s11069-023-05862-w","","","12","6.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","8"
"Development of a CNN plus LSTM Hybrid Neural Network for Daily PM<sub>2.5</sub> Prediction","Kim, Hyun S.; Han, Kyung M.; Yu, Jinhyeok; Kim, Jeeho; Kim, Kiyeon; Kim, Hyomin","","","","ATMOSPHERE","DEC 2022","2022","13","12","","","","","","2124","10.3390/atmos13122124","","","12","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6"
"Correcting Systematic and State-Dependent Errors in the NOAA FV3-GFS Using Neural Networks","Chen, Tse-Chun; Penny, Stephen G.; Whitaker, Jeffrey S.; Frolov, Sergey; Pincus, Robert; Tulich, Stefan","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","NOV 2022","2022","14","11","","","","","","e2022MS003309","10.1029/2022MS003309","","","12","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9"
"A near-real-time global landslide incident reporting tool demonstrator using social media and artificial intelligence","Pennington, Catherine V. L.; Bossu, Remy; Ofli, Ferda; Imran, Muhammad; Qazi, Umair; Roch, Julien; Banks, Vanessa J.","","","","INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","JUL 2022","2022","77","","","","","","","103089","10.1016/j.ijdrr.2022.103089","","","12","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6"
"A Novel Lidar Signal Denoising Method Based on Convolutional Autoencoding Deep Learning Neural Network","Hu, Minghuan; Mao, Jiandong; Li, Juan; Wang, Qiang; Zhang, Yi","","","","ATMOSPHERE","NOV 2021","2021","12","11","","","","","","1403","10.3390/atmos12111403","","","12","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","3"
"Atlantic Hurricane Activity Prediction: A Machine Learning Approach","Asthana, Tanmay; Krim, Hamid; Sun, Xia; Roheda, Siddharth; Xie, Lian","","","","ATMOSPHERE","APR 2021","2021","12","4","","","","","","455","10.3390/atmos12040455","","","12","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","6","1"
"A Machine Learning Tutorial for Operational Meteorology. Part II: Neural Networks and Deep Learning","Chase, Randy J.; Harrison, David R.; Lackmann, Gary M.; Mcgovern, Amy","","","","WEATHER AND FORECASTING","AUG 2023","2023","38","8","","","","1271","1293","","10.1175/WAF-D-22-0187.1","","","11","5.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9"
"An Urban Road Risk Assessment Framework Based on Convolutional Neural Networks","Jiang, Juncai; Wang, Fei; Wang, Yizhao; Jiang, Wenyu; Qiao, Yuming; Bai, Wenfeng; Zheng, Xinxin","","","","INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE","JUN 2023","2023","14","3","","","","475","487","","10.1007/s13753-023-00498-7","","","11","5.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10"
"A deep residual convolutional neural network for mineral classification","Agrawal, Neelam; Govil, Himanshu","","","","ADVANCES IN SPACE RESEARCH","APR 15 2023","2023","71","8","","","","3186","3202","","10.1016/j.asr.2022.12.028","","","11","5.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8"
"Extraction and modelling application of evacuation movement characteristic parameters in real earthquake evacuation video based on deep learning","Li, Shuang; Tong, Liang; Zhai, Changhai","","","","INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","OCT 1 2022","2022","80","","","","","","","103213","10.1016/j.ijdrr.2022.103213","","","11","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6"
"Deep Learning to Estimate Model Biases in an Operational NWP Assimilation System","Laloyaux, Patrick; Kurth, Thorsten; Dueben, Peter Dominik; Hall, David","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","JUN 2022","2022","14","6","","","","","","e2022MS003016","10.1029/2022MS003016","","","11","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","5"
"Producing realistic climate data with generative adversarial networks","Besombes, Camille; Pannekoucke, Olivier; Lapeyre, Corentin; Sanderson, Benjamin; Thual, Olivier","","","","NONLINEAR PROCESSES IN GEOPHYSICS","JUL 30 2021","2021","28","3","","","","347","370","","10.5194/npg-28-347-2021","","","11","2.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8"
"Toward making canopy hemispherical photography independent of illumination conditions: A deep-learning-based approach","Mauro Diaz, Gaston; Augusto Negri, Pablo; Daniel Lencinas, Jose","","","","AGRICULTURAL AND FOREST METEOROLOGY","JAN 15 2021","2021","296","","","","","","","108234","10.1016/j.agrformet.2020.108234","","","11","2.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","1","1"
"Leveraging spatial textures, through machine learning, to identify aerosols and distinct cloud types from multispectral observations","Marais, Willem J.; Holz, Robert E.; Reid, Jeffrey S.; Willett, Rebecca M.","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","OCT 14 2020","2020","13","10","","","","5459","5480","","10.5194/amt-13-5459-2020","","","11","2.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","3"
"Variational Autoencoder Anomaly-Detection of Avalanche Deposits in Satellite SAR Imagery","Sinha, Saumya; Giffard-Roisin, Sophie; Karbou, Fatima; Deschatres, Michael; Karas, Anna; Eckert, Nicolas; Coleou, Cecile; Monteleoni, Claire","","","","PROCEEDINGS OF 2020 10TH INTERNATIONAL CONFERENCE ON CLIMATE INFORMATICS (CI2020)","2020","2020","","","","","","113","119","","10.1145/3429309.3429326","10th International Conference on Climate Informatics (CI)","SEP 20-25, 2020","11","2.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","6"
"Deep Learning of Systematic Sea Ice Model Errors From Data Assimilation Increments","Gregory, William; Bushuk, Mitchell; Adcroft, Alistair; Zhang, Yongfei; Zanna, Laure","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","OCT 2023","2023","15","10","","","","","","e2023MS003757","10.1029/2023MS003757","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"Comparison of machine learning and deep learning techniques for the prediction of air pollution: a case study from China","Ayus, Ishan; Natarajan, Narayanan; Gupta, Deepak","","","","ASIAN JOURNAL OF ATMOSPHERIC ENVIRONMENT","MAY 26 2023","2023","17","1","","","","","","4","10.1007/s44273-023-00005-w","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"Deep learning method for minimizing water pollution and air pollution in urban environment","Zhu, Lingling; Husny, Zuhra Junaida Binti Mohamad; Samsudin, Noor Aimran; Xu, HaiPeng; Han, Chongyong","","","","URBAN CLIMATE","MAY 2023","2023","49","","","","","","","101486","10.1016/j.uclim.2023.101486","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9"
"Forecasting Air Quality in Tripoli: An Evaluation of Deep Learning Models for Hourly PM<sub>2.5</sub> Surface Mass Concentrations","Esager, Marwa Winis Misbah; Unlu, Kamil Demirberk","","","","ATMOSPHERE","MAR 2023","2023","14","3","","","","","","478","10.3390/atmos14030478","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3"
"Machine learning of cloud types in satellite observations and climate models","Kuma, Peter; Bender, Frida A. -M.; Schuddeboom, Alex; McDonald, Adrian J.; Seland, Oyvind","","","","ATMOSPHERIC CHEMISTRY AND PHYSICS","JAN 13 2023","2023","23","1","","","","523","549","","10.5194/acp-23-523-2023","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7"
"Deep Learning Parameterization of the Tropical Cyclone Boundary Layer","Wang, Le-Yi; Tan, Zhe-Min","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","JAN 2023","2023","15","1","","","","","","e2022MS003034","10.1029/2022MS003034","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8"
"Study on typhoon disaster assessment by mining data from social media based on artificial neural network","Li, Shaopan; Wang, Yan; Huang, Hong; Huang, Lida; Chen, Yang","","","","NATURAL HAZARDS","MAR 2023","2023","116","2","","","","2069","2089","","10.1007/s11069-022-05754-5","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"Deep Neural Network High Spatiotemporal Resolution Precipitation Estimation (Deep-STEP) Using Passive Microwave and Infrared Data","Gorooh, Vesta Afzali; Asanjan, Ata Akbari; Nguyen, Phu; Hsu, Kuolin; Sorooshian, Soroosh","","","","JOURNAL OF HYDROMETEOROLOGY","APR 2022","2022","23","4","","","","597","617","","10.1175/JHM-D-21-0194.1","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5"
